date,revenue,orders,avg_ticket,avg_wait,avg_satisfaction,repeat_rate
2025-01-25,129279.0,25,5171.16,8.548,4.596,0.24
2025-01-26,87889.0,18,4882.722222222223,8.794444444444444,4.477777777777778,0.2222222222222222
2025-01-27,65751.0,17,3867.705882352941,7.9941176470588236,4.535294117647059,0.47058823529411764
2025-01-28,57516.0,14,4108.285714285715,10.65,4.514285714285714,0.21428571428571427
2025-01-29,47962.0,13,3689.3846153846152,8.86153846153846,4.323076923076924,0.15384615384615385
2025-01-30,50540.0,13,3887.6923076923076,10.446153846153846,4.438461538461539,0.23076923076923078
2025-01-31,52394.0,15,3492.9333333333334,9.193333333333333,4.473333333333333,0.4
2025-02-01,83870.0,18,4659.444444444444,7.922222222222222,4.622222222222223,0.6111111111111112
2025-02-02,94235.0,21,4487.380952380952,10.495238095238093,4.314285714285714,0.2857142857142857
2025-02-03,113902.0,17,6700.117647058823,8.811764705882354,4.411764705882353,0.5294117647058824
2025-02-04,131854.0,27,4883.481481481482,9.966666666666667,4.5,0.2962962962962963
2025-02-05,85743.0,20,4287.15,9.254999999999999,4.635,0.25
2025-02-06,109759.0,22,4989.045454545455,10.322727272727272,4.513636363636364,0.18181818181818182
2025-02-07,72266.0,18,4014.777777777778,9.333333333333334,4.638888888888889,0.2222222222222222
2025-02-08,126847.0,24,5285.291666666667,7.370833333333334,4.620833333333334,0.2916666666666667
2025-02-09,75418.0,19,3969.3684210526317,11.936842105263157,4.436842105263158,0.3157894736842105
2025-02-10,78324.0,17,4607.294117647059,8.723529411764707,4.576470588235294,0.23529411764705882
2025-02-11,64231.0,15,4282.066666666667,10.913333333333332,4.54,0.26666666666666666
2025-02-12,63903.0,14,4564.5,10.15,4.485714285714286,0.14285714285714285
2025-02-13,96156.0,26,3698.3076923076924,8.51923076923077,4.603846153846154,0.23076923076923078
2025-02-14,68716.0,16,4294.75,11.975,4.45625,0.25
2025-02-15,92379.0,19,4862.0526315789475,9.65263157894737,4.478947368421053,0.47368421052631576
2025-02-16,105735.0,24,4405.625,8.608333333333333,4.458333333333333,0.20833333333333334
2025-02-17,108080.0,20,5404.0,11.575,4.505,0.3
2025-02-18,74672.0,19,3930.1052631578946,9.173684210526316,4.589473684210526,0.2631578947368421
2025-02-19,64190.0,15,4279.333333333333,9.633333333333333,4.533333333333333,0.4666666666666667
2025-02-20,81026.0,18,4501.444444444444,9.911111111111111,4.611111111111111,0.2222222222222222
2025-02-21,79373.0,20,3968.65,7.82,4.63,0.2
2025-02-22,90188.0,20,4509.4,8.93,4.675,0.15
2025-02-23,55765.0,15,3717.6666666666665,12.213333333333333,4.2733333333333325,0.26666666666666666
2025-02-24,76235.0,22,3465.2272727272725,11.222727272727273,4.359090909090909,0.18181818181818182
2025-02-25,119934.0,19,6312.315789473684,10.031578947368422,4.415789473684211,0.3157894736842105
2025-02-26,134269.0,28,4795.321428571428,9.24642857142857,4.525,0.32142857142857145
2025-02-27,96705.0,15,6447.0,8.593333333333334,4.386666666666667,0.2
2025-02-28,80140.0,17,4714.117647058823,9.188235294117646,4.458823529411765,0.35294117647058826
2025-03-01,65079.0,19,3425.2105263157896,8.642105263157895,4.589473684210526,0.21052631578947367
2025-03-02,97235.0,23,4227.608695652174,10.204347826086956,4.465217391304348,0.2608695652173913
2025-03-03,82575.0,19,4346.0526315789475,8.26842105263158,4.5473684210526315,0.3684210526315789
2025-03-04,53382.0,15,3558.8,8.206666666666667,4.766666666666667,0.06666666666666667
2025-03-05,107750.0,23,4684.782608695652,11.156521739130437,4.343478260869565,0.30434782608695654
2025-03-06,93964.0,24,3915.1666666666665,8.729166666666666,4.533333333333333,0.25
2025-03-07,52123.0,12,4343.583333333333,9.691666666666666,4.441666666666666,0.25
2025-03-08,105467.0,20,5273.35,9.175,4.495,0.2
2025-03-09,66071.0,15,4404.733333333334,13.253333333333334,4.366666666666666,0.26666666666666666
2025-03-10,78443.0,23,3410.5652173913045,9.252173913043478,4.569565217391304,0.21739130434782608
2025-03-11,73216.0,17,4306.823529411765,11.029411764705882,4.429411764705883,0.35294117647058826
2025-03-12,76132.0,19,4006.9473684210525,8.98421052631579,4.473684210526316,0.15789473684210525
2025-03-13,101349.0,23,4406.478260869565,10.169565217391305,4.521739130434782,0.2608695652173913
2025-03-14,122504.0,24,5104.333333333333,9.820833333333333,4.4125000000000005,0.4166666666666667
2025-03-15,103003.0,21,4904.9047619047615,7.204761904761905,4.666666666666667,0.2857142857142857
2025-03-16,59500.0,13,4576.923076923077,10.984615384615385,4.523076923076923,0.3076923076923077
2025-03-17,69383.0,15,4625.533333333334,8.56,4.58,0.13333333333333333
2025-03-18,79605.0,18,4422.5,9.372222222222224,4.6,0.1111111111111111
2025-03-19,47821.0,10,4782.1,10.05,4.57,0.1
2025-03-20,89473.0,21,4260.619047619048,8.29047619047619,4.614285714285715,0.2857142857142857
2025-03-21,41714.0,11,3792.181818181818,10.872727272727273,4.536363636363636,0.2727272727272727
2025-03-22,62842.0,14,4488.714285714285,8.55,4.785714285714286,0.42857142857142855
2025-03-23,96197.0,19,5063.0,10.457894736842105,4.268421052631578,0.3157894736842105
2025-03-24,89039.0,20,4451.95,8.459999999999999,4.6049999999999995,0.35
2025-03-25,57391.0,12,4782.583333333333,9.45,4.491666666666666,0.4166666666666667
2025-03-26,67611.0,16,4225.6875,7.83125,4.4375,0.375
2025-03-27,81984.0,19,4314.9473684210525,10.289473684210526,4.526315789473684,0.2631578947368421
2025-03-28,94940.0,17,5584.705882352941,8.688235294117648,4.605882352941176,0.23529411764705882
2025-03-29,86759.0,21,4131.380952380952,9.404761904761905,4.476190476190476,0.2857142857142857
2025-03-30,99128.0,17,5831.058823529412,7.629411764705882,4.6000000000000005,0.17647058823529413
2025-03-31,115855.0,29,3995.0,8.210344827586207,4.558620689655172,0.3793103448275862
2025-04-01,80184.0,19,4220.210526315789,11.657894736842104,4.373684210526315,0.47368421052631576
2025-04-02,64131.0,17,3772.4117647058824,10.700000000000001,4.423529411764706,0.47058823529411764
2025-04-03,74618.0,20,3730.9,8.425,4.485,0.3
2025-04-04,98527.0,22,4478.5,8.645454545454545,4.654545454545455,0.3181818181818182
2025-04-05,90375.0,17,5316.176470588235,12.547058823529412,4.370588235294117,0.23529411764705882
2025-04-06,53828.0,15,3588.5333333333333,8.953333333333335,4.72,0.13333333333333333
2025-04-07,78599.0,19,4136.789473684211,8.73157894736842,4.621052631578947,0.47368421052631576
2025-04-08,49163.0,14,3511.6428571428573,11.571428571428571,4.557142857142858,0.14285714285714285
2025-04-09,99385.0,20,4969.25,9.095,4.4399999999999995,0.25
2025-04-10,99771.0,13,7674.692307692308,5.484615384615385,4.607692307692307,0.6153846153846154
2025-04-11,68806.0,18,3822.5555555555557,9.711111111111112,4.572222222222222,0.3333333333333333
2025-04-12,69656.0,16,4353.5,9.48125,4.40625,0.375
2025-04-13,56109.0,17,3300.529411764706,7.529411764705882,4.594117647058823,0.35294117647058826
2025-04-14,105612.0,23,4591.826086956522,9.773913043478261,4.482608695652174,0.2608695652173913
2025-04-15,63701.0,16,3981.3125,10.2,4.5625,0.3125
2025-04-16,124753.0,26,4798.192307692308,9.115384615384615,4.523076923076923,0.38461538461538464
2025-04-17,78310.0,18,4350.555555555556,8.038888888888888,4.6,0.3333333333333333
2025-04-18,96012.0,15,6400.8,8.366666666666667,4.540000000000001,0.3333333333333333
2025-04-19,66202.0,16,4137.625,10.4375,4.61875,0.3125
2025-04-20,114871.0,24,4786.291666666667,10.5375,4.4750000000000005,0.375
2025-04-21,109239.0,27,4045.8888888888887,8.707407407407407,4.562962962962963,0.25925925925925924
2025-04-22,70557.0,13,5427.461538461538,10.623076923076923,4.36923076923077,0.23076923076923078
2025-04-23,116187.0,22,5281.227272727273,8.404545454545454,4.6000000000000005,0.5454545454545454
2025-04-24,46257.0,14,3304.0714285714284,8.25,4.571428571428571,0.2857142857142857
2025-04-25,96018.0,21,4572.285714285715,9.095238095238095,4.338095238095238,0.3333333333333333
2025-04-26,80238.0,21,3820.8571428571427,7.70952380952381,4.633333333333333,0.38095238095238093
2025-04-27,92989.0,18,5166.055555555556,7.927777777777777,4.477777777777778,0.3888888888888889
2025-04-28,86110.0,21,4100.476190476191,8.947619047619048,4.70952380952381,0.23809523809523808
2025-04-29,90393.0,17,5317.235294117647,8.452941176470588,4.641176470588236,0.29411764705882354
2025-04-30,86935.0,18,4829.722222222223,8.588888888888889,4.516666666666667,0.1111111111111111
2025-05-01,141714.0,25,5668.56,12.732000000000001,4.3919999999999995,0.16
2025-05-02,74706.0,18,4150.333333333333,8.166666666666666,4.627777777777777,0.2222222222222222
2025-05-03,80296.0,17,4723.294117647059,8.888235294117647,4.382352941176471,0.23529411764705882
2025-05-04,94251.0,23,4097.869565217391,8.204347826086956,4.534782608695652,0.17391304347826086
2025-05-05,78159.0,17,4597.588235294118,10.111764705882353,4.388235294117647,0.29411764705882354
2025-05-06,75217.0,18,4178.722222222223,11.505555555555555,4.388888888888889,0.4444444444444444
2025-05-07,74806.0,16,4675.375,8.86875,4.50625,0.5625
2025-05-08,59879.0,13,4606.076923076923,10.623076923076923,4.553846153846154,0.3076923076923077
2025-05-09,91340.0,22,4151.818181818182,8.740909090909092,4.490909090909091,0.3181818181818182
2025-05-10,57983.0,12,4831.916666666667,10.775,4.558333333333334,0.4166666666666667
2025-05-11,17934.0,6,2989.0,7.466666666666666,4.55,0.6666666666666666
2025-05-12,68082.0,20,3404.1,8.91,4.64,0.35
2025-05-13,44665.0,11,4060.4545454545455,11.045454545454545,4.463636363636364,0.2727272727272727
2025-05-14,69941.0,18,3885.6111111111113,8.622222222222222,4.522222222222222,0.3888888888888889
2025-05-15,50573.0,15,3371.5333333333333,7.013333333333334,4.7733333333333325,0.26666666666666666
2025-05-16,98425.0,21,4686.9047619047615,8.076190476190476,4.652380952380953,0.38095238095238093
2025-05-17,60733.0,14,4338.071428571428,7.75,4.678571428571429,0.21428571428571427
2025-05-18,89950.0,18,4997.222222222223,10.677777777777777,4.35,0.2222222222222222
2025-05-19,99979.0,21,4760.9047619047615,10.99047619047619,4.333333333333333,0.47619047619047616
2025-05-20,49220.0,14,3515.714285714286,9.035714285714286,4.678571428571429,0.35714285714285715
2025-05-21,51423.0,14,3673.0714285714284,8.278571428571428,4.564285714285714,0.07142857142857142
2025-05-22,44596.0,12,3716.3333333333335,8.625,4.641666666666667,0.3333333333333333
2025-05-23,66234.0,19,3486.0,10.994736842105263,4.378947368421053,0.2631578947368421
2025-05-24,124564.0,27,4613.481481481482,8.762962962962963,4.451851851851852,0.2222222222222222
2025-05-25,70647.0,16,4415.4375,8.325,4.56875,0.375
2025-05-26,68399.0,14,4885.642857142857,12.078571428571427,4.414285714285714,0.35714285714285715
2025-05-27,81610.0,20,4080.5,9.76,4.485,0.2
2025-05-28,57631.0,15,3842.0666666666666,10.6,4.48,0.26666666666666666
2025-05-29,74263.0,14,5304.5,8.028571428571428,4.678571428571429,0.21428571428571427
2025-05-30,98064.0,22,4457.454545454545,11.236363636363636,4.490909090909091,0.3181818181818182
2025-05-31,93192.0,18,5177.333333333333,8.155555555555557,4.566666666666666,0.3333333333333333
2025-06-01,125848.0,24,5243.666666666667,9.016666666666667,4.5249999999999995,0.4166666666666667
2025-06-02,84356.0,23,3667.6521739130435,7.8,4.691304347826088,0.30434782608695654
2025-06-03,56565.0,13,4351.153846153846,7.369230769230769,4.523076923076923,0.23076923076923078
2025-06-04,46831.0,14,3345.0714285714284,7.621428571428572,4.778571428571429,0.42857142857142855
2025-06-05,62444.0,13,4803.384615384615,8.407692307692308,4.507692307692308,0.23076923076923078
2025-06-06,74235.0,14,5302.5,10.571428571428571,4.635714285714286,0.2857142857142857
2025-06-07,69756.0,15,4650.4,6.706666666666666,4.8133333333333335,0.13333333333333333
2025-06-08,85144.0,24,3547.6666666666665,7.9875,4.6125,0.3333333333333333
2025-06-09,69473.0,19,3656.4736842105262,8.621052631578948,4.489473684210526,0.42105263157894735
2025-06-10,84667.0,18,4703.722222222223,9.005555555555555,4.661111111111111,0.2777777777777778
2025-06-11,58720.0,13,4516.923076923077,10.153846153846153,4.576923076923077,0.23076923076923078
2025-06-12,109704.0,25,4388.16,9.3,4.48,0.32
2025-06-13,83771.0,21,3989.095238095238,9.519047619047619,4.4904761904761905,0.38095238095238093
2025-06-14,118238.0,23,5140.782608695652,9.104347826086956,4.51304347826087,0.30434782608695654
2025-06-15,81896.0,24,3412.3333333333335,9.454166666666667,4.591666666666667,0.4166666666666667
2025-06-16,63179.0,16,3948.6875,9.66875,4.5375,0.25
2025-06-17,64043.0,16,4002.6875,9.58125,4.50625,0.5625
2025-06-18,91520.0,22,4160.0,7.840909090909091,4.472727272727273,0.18181818181818182
2025-06-19,108488.0,17,6381.64705882353,8.541176470588235,4.517647058823529,0.29411764705882354
2025-06-20,125077.0,25,5003.08,10.076,4.5,0.32
2025-06-21,74248.0,19,3907.7894736842104,9.836842105263159,4.457894736842105,0.15789473684210525
2025-06-22,58038.0,17,3414.0,6.6000000000000005,4.529411764705882,0.35294117647058826
2025-06-23,128299.0,24,5345.791666666667,9.025,4.579166666666667,0.3333333333333333
2025-06-24,70898.0,18,3938.777777777778,9.838888888888889,4.522222222222222,0.2222222222222222
2025-06-25,53855.0,15,3590.3333333333335,9.633333333333333,4.466666666666667,0.4666666666666667
2025-06-26,29507.0,9,3278.5555555555557,9.255555555555555,4.322222222222222,0.4444444444444444
2025-06-27,21898.0,8,2737.25,8.7625,4.35,0.125
2025-06-28,68348.0,15,4556.533333333334,8.553333333333335,4.586666666666667,0.3333333333333333
2025-06-29,93980.0,19,4946.315789473684,10.257894736842106,4.584210526315789,0.3157894736842105
2025-06-30,88699.0,20,4434.95,10.879999999999999,4.41,0.25
2025-07-01,106219.0,20,5310.95,9.1,4.5649999999999995,0.3
2025-07-02,64670.0,15,4311.333333333333,8.866666666666667,4.493333333333334,0.3333333333333333
2025-07-03,69111.0,15,4607.4,9.353333333333333,4.713333333333334,0.3333333333333333
2025-07-04,182134.0,25,7285.36,8.588,4.504,0.24
2025-07-05,76657.0,19,4034.5789473684213,9.326315789473684,4.394736842105263,0.10526315789473684
2025-07-06,24887.0,8,3110.875,8.525,4.7125,0.125
2025-07-07,77992.0,17,4587.764705882353,7.741176470588235,4.735294117647059,0.17647058823529413
2025-07-08,71946.0,19,3786.6315789473683,10.31578947368421,4.5473684210526315,0.21052631578947367
2025-07-09,84552.0,18,4697.333333333333,9.205555555555556,4.377777777777777,0.3333333333333333
2025-07-10,116892.0,26,4495.846153846154,9.738461538461538,4.423076923076923,0.23076923076923078
2025-07-11,72539.0,18,4029.9444444444443,12.077777777777778,4.377777777777777,0.2222222222222222
2025-07-12,97234.0,23,4227.565217391304,8.821739130434782,4.517391304347826,0.5652173913043478
2025-07-13,102499.0,22,4659.045454545455,9.381818181818183,4.531818181818182,0.2727272727272727
2025-07-14,104021.0,27,3852.6296296296296,10.040740740740741,4.377777777777778,0.25925925925925924
2025-07-15,40797.0,11,3708.818181818182,7.6909090909090905,4.609090909090909,0.36363636363636365
2025-07-16,139723.0,27,5174.925925925926,10.685185185185185,4.440740740740741,0.37037037037037035
2025-07-17,93671.0,18,5203.944444444444,8.294444444444444,4.65,0.2222222222222222
2025-07-18,82443.0,20,4122.15,9.615,4.4799999999999995,0.2
2025-07-19,79513.0,15,5300.866666666667,8.3,4.58,0.4666666666666667
2025-07-20,71589.0,16,4474.3125,11.04375,4.48125,0.1875
2025-07-21,67331.0,15,4488.733333333334,11.7,4.3,0.3333333333333333
2025-07-22,112337.0,26,4320.653846153846,8.088461538461539,4.661538461538462,0.46153846153846156
2025-07-23,56013.0,15,3734.2,8.746666666666666,4.653333333333333,0.3333333333333333
2025-07-24,43165.0,13,3320.3846153846152,8.4,4.507692307692308,0.5384615384615384
2025-07-25,90777.0,20,4538.85,9.43,4.35,0.25
2025-07-26,88315.0,18,4906.388888888889,10.261111111111111,4.6,0.1111111111111111
2025-07-27,65687.0,17,3863.9411764705883,9.070588235294117,4.423529411764706,0.35294117647058826
2025-07-28,87573.0,22,3980.590909090909,10.636363636363637,4.5,0.22727272727272727
2025-07-29,42939.0,13,3303.0,9.015384615384615,4.5,0.38461538461538464
2025-07-30,35486.0,11,3226.0,10.009090909090908,4.5181818181818185,0.2727272727272727
2025-07-31,80394.0,16,5024.625,8.39375,4.6,0.25
2025-08-01,78740.0,17,4631.764705882353,10.723529411764707,4.523529411764706,0.35294117647058826
2025-08-02,49030.0,15,3268.6666666666665,9.32,4.5600000000000005,0.2
2025-08-03,120468.0,23,5237.739130434783,9.330434782608695,4.404347826086957,0.34782608695652173
2025-08-04,94545.0,17,5561.470588235294,8.48235294117647,4.688235294117647,0.058823529411764705
2025-08-05,112036.0,18,6224.222222222223,9.683333333333332,4.444444444444445,0.2222222222222222
2025-08-06,53832.0,11,4893.818181818182,6.027272727272727,4.654545454545455,0.09090909090909091
2025-08-07,101425.0,21,4829.761904761905,10.82857142857143,4.4523809523809526,0.19047619047619047
2025-08-08,77413.0,16,4838.3125,7.68125,4.63125,0.25
2025-08-09,71887.0,15,4792.466666666666,9.673333333333334,4.193333333333333,0.26666666666666666
2025-08-10,87644.0,18,4869.111111111111,7.5166666666666675,4.416666666666667,0.2777777777777778
2025-08-11,102307.0,22,4650.318181818182,8.236363636363636,4.6863636363636365,0.36363636363636365
2025-08-12,86241.0,17,5073.0,10.105882352941178,4.511764705882353,0.47058823529411764
2025-08-13,124416.0,22,5655.272727272727,10.845454545454546,4.536363636363636,0.3181818181818182
2025-08-14,95025.0,21,4525.0,10.142857142857142,4.5095238095238095,0.23809523809523808
2025-08-15,138819.0,21,6610.428571428572,7.928571428571429,4.623809523809523,0.23809523809523808
2025-08-16,41249.0,8,5156.125,7.125,4.65,0.5
2025-08-17,85236.0,20,4261.8,8.254999999999999,4.535,0.35
2025-08-18,45912.0,11,4173.818181818182,8.972727272727273,4.590909090909091,0.09090909090909091
2025-08-19,74404.0,17,4376.705882352941,10.435294117647059,4.341176470588235,0.29411764705882354
2025-08-20,65881.0,17,3875.3529411764707,10.882352941176471,4.405882352941177,0.35294117647058826
2025-08-21,90141.0,19,4744.263157894737,7.231578947368422,4.647368421052631,0.3684210526315789
2025-08-22,66069.0,16,4129.3125,7.96875,4.525,0.1875
2025-08-23,62847.0,14,4489.071428571428,8.835714285714285,4.485714285714286,0.14285714285714285
2025-08-24,47058.0,11,4278.0,8.545454545454545,4.572727272727272,0.09090909090909091
2025-08-25,62477.0,14,4462.642857142857,13.435714285714285,4.414285714285714,0.07142857142857142
2025-08-26,82169.0,22,3734.9545454545455,12.354545454545455,4.336363636363637,0.4090909090909091
2025-08-27,104127.0,22,4733.045454545455,9.045454545454545,4.636363636363637,0.3181818181818182
2025-08-28,90768.0,20,4538.4,9.215,4.55,0.35
2025-08-29,71105.0,19,3742.3684210526317,8.673684210526316,4.405263157894737,0.21052631578947367
2025-08-30,34777.0,11,3161.5454545454545,8.145454545454546,4.5181818181818185,0.2727272727272727
2025-08-31,59887.0,15,3992.4666666666667,8.046666666666667,4.566666666666666,0.3333333333333333
2025-09-01,78687.0,14,5620.5,9.642857142857142,4.421428571428572,0.21428571428571427
2025-09-02,48569.0,14,3469.214285714286,11.107142857142858,4.378571428571428,0.07142857142857142
2025-09-03,74575.0,18,4143.055555555556,7.111111111111111,4.727777777777778,0.5
2025-09-04,81187.0,16,5074.1875,11.94375,4.36875,0.125
2025-09-05,95829.0,20,4791.45,11.455,4.37,0.35
2025-09-06,60404.0,16,3775.25,9.35625,4.5625,0.1875
2025-09-07,107772.0,17,6339.529411764706,9.388235294117647,4.529411764705882,0.35294117647058826
2025-09-08,59650.0,15,3976.6666666666665,7.086666666666667,4.633333333333334,0.2
2025-09-09,53363.0,13,4104.846153846154,10.592307692307692,4.515384615384615,0.23076923076923078
2025-09-10,75889.0,15,5059.266666666666,9.093333333333334,4.493333333333334,0.3333333333333333
2025-09-11,32777.0,9,3641.8888888888887,12.088888888888889,4.455555555555556,0.1111111111111111
2025-09-12,62194.0,17,3658.470588235294,9.523529411764706,4.523529411764706,0.35294117647058826
2025-09-13,65940.0,17,3878.823529411765,9.194117647058823,4.688235294117647,0.17647058823529413
2025-09-14,47348.0,8,5918.5,10.899999999999999,4.5125,0.375
2025-09-15,86547.0,20,4327.35,11.084999999999999,4.595000000000001,0.15
2025-09-16,103282.0,19,5435.894736842105,8.826315789473684,4.442105263157895,0.5263157894736842
2025-09-17,70682.0,21,3365.809523809524,8.838095238095239,4.4714285714285715,0.3333333333333333
2025-09-18,74115.0,16,4632.1875,13.1625,4.46875,0.1875
2025-09-19,87508.0,16,5469.25,9.2,4.525,0.1875
2025-09-20,51263.0,16,3203.9375,10.10625,4.54375,0.25
2025-09-21,83914.0,19,4416.526315789473,7.605263157894737,4.515789473684211,0.21052631578947367
2025-09-22,62742.0,18,3485.6666666666665,9.594444444444445,4.4944444444444445,0.1111111111111111
2025-09-23,62668.0,15,4177.866666666667,11.393333333333334,4.486666666666666,0.4
2025-09-24,86210.0,18,4789.444444444444,8.594444444444443,4.411111111111111,0.2777777777777778
2025-09-25,72493.0,18,4027.3888888888887,7.972222222222222,4.5,0.2222222222222222
2025-09-26,85362.0,21,4064.8571428571427,6.395238095238096,4.6761904761904765,0.14285714285714285
2025-09-27,92067.0,23,4002.913043478261,8.569565217391304,4.434782608695652,0.2608695652173913
2025-09-28,66243.0,17,3896.6470588235293,9.764705882352942,4.552941176470589,0.29411764705882354
2025-09-29,77141.0,18,4285.611111111111,9.399999999999999,4.683333333333334,0.4444444444444444
2025-09-30,108088.0,24,4503.666666666667,8.508333333333333,4.454166666666667,0.3333333333333333
2025-10-01,88762.0,18,4931.222222222223,7.76111111111111,4.733333333333333,0.2777777777777778
2025-10-02,102030.0,25,4081.2,7.4079999999999995,4.5760000000000005,0.28
2025-10-03,71176.0,16,4448.5,8.98125,4.6375,0.3125
2025-10-04,67685.0,19,3562.3684210526317,8.757894736842106,4.578947368421052,0.3684210526315789
2025-10-05,67350.0,22,3061.3636363636365,7.759090909090909,4.7272727272727275,0.13636363636363635
2025-10-06,155685.0,27,5766.111111111111,10.203703703703704,4.518518518518518,0.14814814814814814
2025-10-07,60423.0,18,3356.8333333333335,10.216666666666667,4.483333333333333,0.5
2025-10-08,65017.0,14,4644.071428571428,10.757142857142856,4.378571428571428,0.2857142857142857
2025-10-09,165915.0,24,6913.125,9.325,4.454166666666667,0.25
2025-10-10,80613.0,19,4242.789473684211,11.610526315789473,4.310526315789474,0.3684210526315789
2025-10-11,62449.0,15,4163.266666666666,10.94,4.746666666666667,0.3333333333333333
2025-10-12,76102.0,20,3805.1,8.9,4.545,0.3
2025-10-13,82757.0,19,4355.631578947368,10.857894736842105,4.589473684210526,0.21052631578947367
2025-10-14,39762.0,13,3058.6153846153848,8.338461538461539,4.684615384615385,0.3076923076923077
2025-10-15,105960.0,21,5045.714285714285,9.17142857142857,4.552380952380952,0.38095238095238093
2025-10-16,46600.0,12,3883.3333333333335,9.316666666666666,4.575,0.3333333333333333
2025-10-17,73161.0,15,4877.4,11.386666666666665,4.513333333333334,0.4666666666666667
2025-10-18,68544.0,19,3607.5789473684213,8.868421052631579,4.5473684210526315,0.21052631578947367
2025-10-19,125200.0,23,5443.478260869565,9.582608695652175,4.626086956521739,0.17391304347826086
2025-10-20,131616.0,30,4387.2,9.296666666666665,4.5600000000000005,0.3333333333333333
2025-10-21,52062.0,14,3718.714285714286,7.4071428571428575,4.614285714285714,0.2857142857142857
2025-10-22,86349.0,17,5079.35294117647,10.388235294117647,4.376470588235295,0.23529411764705882
2025-10-23,46369.0,11,4215.363636363636,10.054545454545455,4.581818181818182,0.45454545454545453
2025-10-24,48763.0,12,4063.5833333333335,9.866666666666667,4.591666666666667,0.16666666666666666
2025-10-25,64239.0,15,4282.6,11.053333333333333,4.493333333333334,0.4666666666666667
2025-10-26,38641.0,12,3220.0833333333335,8.391666666666667,4.566666666666666,0.25
2025-10-27,54411.0,16,3400.6875,8.6375,4.5125,0.125
2025-10-28,82886.0,16,5180.375,9.675,4.575,0.25
2025-10-29,92524.0,25,3700.96,8.18,4.548,0.36
2025-10-30,79990.0,20,3999.5,11.95,4.1899999999999995,0.2
2025-10-31,76794.0,16,4799.625,9.925,4.4312499999999995,0.25
2025-11-01,68418.0,15,4561.2,10.020000000000001,4.3933333333333335,0.2
2025-11-02,97138.0,24,4047.4166666666665,8.475,4.704166666666667,0.25
2025-11-03,67342.0,14,4810.142857142857,10.314285714285715,4.507142857142857,0.14285714285714285
2025-11-04,76893.0,19,4047.0,7.8578947368421055,4.457894736842105,0.10526315789473684
2025-11-05,72470.0,19,3814.2105263157896,9.015789473684212,4.489473684210526,0.2631578947368421
2025-11-06,58382.0,16,3648.875,10.44375,4.5375,0.25
2025-11-07,124592.0,31,4019.0967741935483,8.69032258064516,4.390322580645161,0.22580645161290322
2025-11-08,83746.0,21,3987.904761904762,9.366666666666667,4.566666666666667,0.3333333333333333
2025-11-09,59431.0,13,4571.615384615385,8.669230769230769,4.484615384615385,0.15384615384615385
2025-11-10,53027.0,16,3314.1875,7.9375,4.5875,0.3125
2025-11-11,92932.0,22,4224.181818181818,9.072727272727272,4.590909090909091,0.36363636363636365
2025-11-12,80955.0,17,4762.058823529412,9.852941176470589,4.352941176470588,0.47058823529411764
2025-11-13,70948.0,15,4729.866666666667,8.313333333333334,4.486666666666666,0.4666666666666667
2025-11-14,30027.0,9,3336.3333333333335,7.588888888888889,4.7555555555555555,0.3333333333333333
